ndc11,state,year,quarter,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,amount_per_unit,amount_per_rx,prev_units,units_yoy_growth
206885508,XX,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885508,XX,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,AK,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,AK,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,CO,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,CO,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,DE,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,DE,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,DE,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,DE,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,DE,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,DE,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,FL,2022,2,29.0,22.0,0.0,0.0,0.0,0.0,0.0,,
206885516,FL,2022,3,18.5,12.0,144.66,144.66,0.0,7.819459459459459,12.055,,
206885516,FL,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,FL,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2023,2,0.0,0.0,0.0,0.0,0.0,,,29.0,-1.0
206885516,FL,2023,3,0.0,0.0,0.0,0.0,0.0,,,18.5,-1.0
206885516,FL,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,FL,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,GA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,GA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,GA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206885516,GA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,KY,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,KY,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,KY,2023,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,LA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,MA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206885516,MA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,MA,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,MI,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,MN,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NH,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NH,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NV,2022,2,132.0,82.0,1316.04,1316.04,0.0,9.969999999999999,16.049268292682925,,
206885516,NV,2022,3,116.0,83.0,1525.99,1525.99,0.0,13.155086206896552,18.385421686746987,,
206885516,NV,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NV,2023,1,1520.0,12.0,244.87,244.87,0.0,0.1610986842105263,20.405833333333334,,
206885516,NV,2023,2,54.0,37.0,602.49,602.49,0.0,11.157222222222222,16.283513513513515,132.0,-0.5909090909090909
206885516,NV,2023,3,91.0,61.0,791.84,791.84,0.0,8.701538461538462,12.980983606557377,116.0,-0.21551724137931033
206885516,NV,2023,4,127.0,85.0,1218.95,1218.95,0.0,9.598031496062992,14.340588235294119,0.0,
206885516,NY,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NY,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NY,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NY,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,NY,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,NY,2023,3,29.0,13.0,387.25,56.0,331.25,13.35344827586207,29.78846153846154,0.0,
206885516,NY,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,NY,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,NY,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,NY,2024,3,0.0,0.0,0.0,0.0,0.0,,,29.0,-1.0
206885516,TX,2023,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,TX,2024,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,VA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206885516,VA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206885516,VA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206885516,VA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206885516,VA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,VA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,VA,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,VA,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,VA,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206885516,XX,2022,1,29.0,25.0,1071.6200000000001,1071.6200000000001,0.0,36.95241379310345,42.8648,,
206885516,XX,2022,2,177.75,116.0,2528.69,2528.69,0.0,14.226104078762306,21.799051724137932,,
206885516,XX,2022,3,148.028,104.0,2147.27,2039.12,108.15,14.505836733590943,20.646826923076922,,
206885516,XX,2022,4,449.389,26.0,749.95,749.95,0.0,1.6688214442276068,28.84423076923077,,
206885516,XX,2023,1,1545.0,25.0,6213.38,6213.38,0.0,4.021605177993528,248.5352,29.0,52.275862068965516
206885516,XX,2023,2,64.667,47.0,2683.17,2673.84,9.33,41.49210571079531,57.08872340425532,177.75,-0.6361912798874824
206885516,XX,2023,3,122.0,76.0,3471.14,3139.89,331.25,28.451967213114752,45.6728947368421,148.028,-0.17583159942713536
206885516,XX,2023,4,137.0,95.0,1321.75,1321.75,0.0,9.647810218978103,13.913157894736843,449.389,-0.6951416256294658
206885516,XX,2024,1,0.0,0.0,0.0,0.0,0.0,,,1545.0,-1.0
206885516,XX,2024,2,27.0,19.0,12160.6,12160.6,0.0,450.3925925925926,640.0315789473684,64.667,-0.5824763789877372
206885516,XX,2024,3,17.0,11.0,2460.03,2460.03,0.0,144.70764705882354,223.63909090909092,122.0,-0.860655737704918
206885516,XX,2024,4,0.0,0.0,0.0,0.0,0.0,,,137.0,-1.0
206885518,FL,2024,2,0.0,0.0,0.0,0.0,0.0,,,,
206885518,FL,2024,3,0.0,0.0,0.0,0.0,0.0,,,,
206885518,FL,2024,4,0.0,0.0,0.0,0.0,0.0,,,,
206885518,XX,2024,2,0.0,0.0,0.0,0.0,0.0,,,,
206885518,XX,2024,3,0.0,0.0,0.0,0.0,0.0,,,,
206885518,XX,2024,4,0.0,0.0,0.0,0.0,0.0,,,,
206885910,FL,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206885910,ID,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885910,NC,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885910,XX,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206885910,XX,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,CA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,CA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,CA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,CA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,CA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,CA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,CA,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,CA,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,HI,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,IA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,IA,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,IA,2023,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,KY,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,LA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MD,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MD,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MD,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MN,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MN,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MO,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MO,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MO,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MO,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,MO,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,MO,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,MO,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,NC,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NC,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NC,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,ND,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,ND,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,ND,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,ND,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NE,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NH,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NH,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NH,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NH,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NH,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,NJ,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NJ,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NJ,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NJ,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NJ,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,NJ,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,NY,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NY,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,NY,2024,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,OH,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,OH,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,OH,2022,3,25.0,12.0,0.0,0.0,0.0,0.0,0.0,,
206886001,OH,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,OH,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,OH,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,OH,2024,1,0.0,0.0,0.0,0.0,0.0,,,25.0,-1.0
206886001,RI,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,RI,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,RI,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,RI,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TN,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TN,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TN,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TN,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TN,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,TN,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,TX,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TX,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TX,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,TX,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886001,UT,2023,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,VA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,VA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886001,VA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886001,VA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886001,VA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,VA,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,VA,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,VA,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886001,XX,2022,1,1261.4,40.0,4406.8,1541.76,2865.04,3.493578563500872,110.17,,
206886001,XX,2022,2,779.5,30.0,1737.21,1737.21,0.0,2.228620910840282,57.907000000000004,,
206886001,XX,2022,3,183.1,31.0,11.37,11.37,0.0,0.062097214636810484,0.3667741935483871,,
206886001,XX,2022,4,669.5,16.0,7340.66,7329.51,11.15,10.96439133681852,458.79125,,
206886001,XX,2023,1,393.3,31.0,9960.44,9960.44,0.0,25.32529875413171,321.30451612903227,1261.4,-0.6882035833201205
206886001,XX,2023,2,37.5,17.0,6089.01,6089.01,0.0,162.3736,358.1770588235294,779.5,-0.9518922386144965
206886001,XX,2023,3,16.0,11.0,132.45,132.45,0.0,8.278125,12.04090909090909,183.1,-0.912616056799563
206886001,XX,2023,4,0.0,0.0,0.0,0.0,0.0,,,669.5,-1.0
206886001,XX,2024,1,0.0,0.0,0.0,0.0,0.0,,,393.3,-1.0
206886001,XX,2024,2,0.0,0.0,0.0,0.0,0.0,,,37.5,-1.0
206886001,XX,2024,3,0.0,0.0,0.0,0.0,0.0,,,16.0,-1.0
206886002,CA,2022,1,33.0,16.0,694.14,694.14,0.0,21.034545454545455,43.38375,,
206886002,CA,2022,2,23.0,14.0,159.72,159.72,0.0,6.944347826086957,11.40857142857143,,
206886002,CA,2022,3,38.0,11.0,134.74,134.74,0.0,3.5457894736842106,12.24909090909091,,
206886002,CA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,CA,2023,1,0.0,0.0,0.0,0.0,0.0,,,33.0,-1.0
206886002,CA,2023,2,0.0,0.0,0.0,0.0,0.0,,,23.0,-1.0
206886002,CA,2023,3,0.0,0.0,0.0,0.0,0.0,,,38.0,-1.0
206886002,CA,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,CA,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,CA,2024,2,143.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
206886002,CA,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,FL,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,FL,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,FL,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,FL,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,FL,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,GA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,GA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,IA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,IA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,IA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,IA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,IA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,IA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,IA,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,KS,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,KY,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,LA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,LA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,LA,2024,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MA,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MA,2024,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MA,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,MA,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,MN,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MN,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MO,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MO,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MO,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MS,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,MS,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NE,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NE,2024,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NH,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NH,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NH,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NH,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NH,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,NJ,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NJ,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NJ,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NJ,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NJ,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,NM,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NM,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NM,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NM,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NV,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NV,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NV,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NV,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NV,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,NV,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,NV,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,NY,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,NY,2024,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OH,2022,1,25.0,15.0,32.38,32.38,0.0,1.2952000000000001,2.158666666666667,,
206886002,OH,2022,2,19.0,11.0,5.54,5.54,0.0,0.29157894736842105,0.5036363636363637,,
206886002,OH,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OH,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OH,2023,1,0.0,0.0,0.0,0.0,0.0,,,25.0,-1.0
206886002,OH,2023,2,15.0,12.0,14.15,14.15,0.0,0.9433333333333334,1.1791666666666667,19.0,-0.21052631578947367
206886002,OH,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,OR,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OR,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OR,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,OR,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,PA,2023,2,87.0,11.0,1430.02,1430.02,0.0,16.437011494252875,130.00181818181818,,
206886002,PA,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,PA,2024,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,RI,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TN,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TN,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TN,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TX,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TX,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,TX,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,VA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,VA,2022,2,37.0,14.0,46414.39,46414.39,0.0,1254.442972972973,3315.3135714285713,,
206886002,VA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886002,VA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886002,VA,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,VA,2023,2,0.0,0.0,0.0,0.0,0.0,,,37.0,-1.0
206886002,VA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,VA,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,WV,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,WV,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,WV,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886002,WV,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886002,WV,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,WV,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886002,XX,2022,1,161.5,61.0,18473.62,2351.99,16121.63,114.38773993808049,302.8462295081967,,
206886002,XX,2022,2,146.0,65.0,47000.030000000006,46977.119999999995,22.91,321.9180136986302,723.0773846153847,,
206886002,XX,2022,3,109.0,43.0,29619.11,29608.23,10.88,271.7349541284404,688.816511627907,,
206886002,XX,2022,4,196.0,42.0,2236.76,2236.76,0.0,11.412040816326531,53.25619047619048,,
206886002,XX,2023,1,170.5,54.0,5543.44,5451.19,92.25,32.512844574780054,102.65629629629629,161.5,0.05572755417956656
206886002,XX,2023,2,152.5,48.0,7106.5,7033.56,72.94,46.6,148.05208333333334,146.0,0.04452054794520548
206886002,XX,2023,3,62.5,26.0,4159.96,4159.96,0.0,66.55936,159.99846153846153,109.0,-0.42660550458715596
206886002,XX,2023,4,18.5,14.0,1381.4,1381.4,0.0,74.67027027027028,98.67142857142858,196.0,-0.9056122448979592
206886002,XX,2024,1,29.5,12.0,77.13,77.13,0.0,2.6145762711864404,6.427499999999999,170.5,-0.8269794721407625
206886002,XX,2024,2,146.0,33.0,0.0,0.0,0.0,0.0,0.0,152.5,-0.04262295081967213
206886002,XX,2024,3,46.0,12.0,0.0,0.0,0.0,0.0,0.0,62.5,-0.264
206886002,XX,2024,4,0.0,0.0,0.0,0.0,0.0,,,18.5,-1.0
206886101,AK,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AK,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AK,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AL,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AL,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AL,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AL,2024,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,AR,2023,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,CA,2022,1,296.0,85.0,1360.49,1360.49,0.0,4.59625,16.005764705882353,,
206886101,CA,2022,2,395.0,81.0,3110.76,3110.76,0.0,7.8753417721518995,38.404444444444444,,
206886101,CA,2022,3,355.0,103.0,3762.11,3762.11,0.0,10.597492957746478,36.52533980582525,,
206886101,CA,2022,4,517.0,87.0,3927.3700000000003,3927.3700000000003,0.0,7.596460348162476,45.14218390804598,,
206886101,CA,2023,1,332.0,89.0,2067.12,734.25,1332.87,6.226265060240964,23.226067415730334,296.0,0.12162162162162163
206886101,CA,2023,2,273.0,68.0,1049.09,1049.09,0.0,3.8428205128205124,15.427794117647057,395.0,-0.30886075949367087
206886101,CA,2023,3,97.0,34.0,431.74,431.74,0.0,4.450927835051546,12.698235294117648,355.0,-0.7267605633802817
206886101,CA,2023,4,61.0,15.0,224.94,224.94,0.0,3.6875409836065574,14.996,517.0,-0.8820116054158608
206886101,CA,2024,1,59.0,15.0,29.5,29.5,0.0,0.5,1.9666666666666666,332.0,-0.822289156626506
206886101,CA,2024,2,159.0,51.0,266.75,266.75,0.0,1.6776729559748427,5.230392156862745,273.0,-0.4175824175824176
206886101,CA,2024,3,172.0,47.0,312.67,312.67,0.0,1.8178488372093025,6.652553191489362,97.0,0.7731958762886598
206886101,CA,2024,4,80.0,26.0,153.94,153.94,0.0,1.92425,5.92076923076923,61.0,0.3114754098360656
206886101,CO,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,CO,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,CO,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,DC,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,DC,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,DC,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,DC,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,DC,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,DC,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,DC,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,DE,2022,1,71.142,30.0,1504.36,1434.81,69.55,21.145877259565378,50.14533333333333,,
206886101,DE,2022,2,257.848,102.0,14891.32,14891.32,0.0,57.75231919580528,145.99333333333334,,
206886101,DE,2022,3,299.264,129.0,14223.13,14223.13,0.0,47.52703298759623,110.25682170542635,,
206886101,DE,2022,4,134.268,64.0,7676.86,7676.86,0.0,57.175648702594806,119.9509375,,
206886101,DE,2023,1,202.07,86.0,13555.43,13555.43,0.0,67.0828425793042,157.62127906976744,71.142,1.8403755868544602
206886101,DE,2023,2,195.72400000000002,83.0,12566.09,11906.72,659.37,64.20311254623857,151.3986746987952,257.848,-0.2409326424870466
206886101,DE,2023,3,34.068,15.0,2784.07,2784.07,0.0,81.72096982505578,185.60466666666667,299.264,-0.8861607142857143
206886101,DE,2024,1,0.0,0.0,0.0,0.0,0.0,,,134.268,-1.0
206886101,DE,2024,2,0.0,0.0,0.0,0.0,0.0,,,202.07,-1.0
