ndc11,state,year,quarter,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,amount_per_unit,amount_per_rx,prev_units,units_yoy_growth
206886101,FL,2022,1,171.0,13.0,3471.24,3471.24,0.0,20.299649122807015,267.0184615384615,,
206886101,FL,2022,2,38.0,16.0,0.0,0.0,0.0,0.0,0.0,,
206886101,FL,2022,3,35.0,19.0,0.0,0.0,0.0,0.0,0.0,,
206886101,FL,2022,4,47.0,27.0,248.05,248.05,0.0,5.277659574468085,9.187037037037037,,
206886101,FL,2023,1,82.0,40.0,0.0,0.0,0.0,0.0,0.0,171.0,-0.52046783625731
206886101,FL,2023,2,131.0,57.0,80.2,80.2,0.0,0.6122137404580152,1.4070175438596493,38.0,2.4473684210526314
206886101,FL,2023,3,0.0,0.0,0.0,0.0,0.0,,,35.0,-1.0
206886101,GA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,GA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,GA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,GA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,GA,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,GA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,GA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,GA,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,HI,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,HI,2022,2,313.0,11.0,548.97,548.97,0.0,1.7538977635782749,49.906363636363636,,
206886101,HI,2022,3,94.0,16.0,430.25,430.25,0.0,4.577127659574468,26.890625,,
206886101,HI,2022,4,30.0,11.0,1034.08,1034.08,0.0,34.46933333333333,94.00727272727272,,
206886101,HI,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,HI,2023,2,0.0,0.0,0.0,0.0,0.0,,,313.0,-1.0
206886101,IA,2022,1,131.665,70.0,8277.61,123.33,8154.28,62.86871985721339,118.25157142857144,,
206886101,IA,2022,2,135.999,74.0,38785.37,187.55,38597.82,285.18864109294924,524.1266216216217,,
206886101,IA,2022,3,43.0,23.0,8714.56,52.53,8662.03,202.66418604651162,378.8939130434782,,
206886101,IA,2022,4,128.666,83.0,8967.13,735.08,8232.05,69.69308131130212,108.03771084337349,,
206886101,IA,2023,1,149.994,72.0,31830.44,806.8,31023.64,212.21142179020492,442.08944444444444,131.665,0.13920935708046944
206886101,IA,2023,2,93.665,56.0,8469.23,936.42,7532.81,90.42043452730475,151.23624999999998,135.999,-0.3112817006007396
206886101,IA,2023,3,91.0,45.0,7670.23,161.85,7508.38,84.28824175824175,170.44955555555555,43.0,1.1162790697674418
206886101,IA,2023,4,89.0,58.0,4179.68,29.6,4150.08,46.96269662921349,72.06344827586207,128.666,-0.3082865714330126
206886101,IA,2024,1,48.0,25.0,7505.76,0.0,7505.76,156.37,300.23040000000003,149.994,-0.6799871994879795
206886101,ID,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,IN,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,IN,2023,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,IN,2024,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,KS,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,KS,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,KS,2023,1,27.0,40.0,100.9,100.9,0.0,3.7370370370370374,2.5225,,
206886101,KS,2023,2,18.333,28.0,76.27,76.27,0.0,4.160257459226531,2.7239285714285715,,
206886101,KS,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,KY,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,KY,2022,2,651.996,426.0,12713.7,12713.7,0.0,19.49965950711354,29.8443661971831,,
206886101,KY,2022,3,680.0,425.0,7970.5,7970.5,0.0,11.721323529411764,18.754117647058823,,
206886101,KY,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,KY,2023,1,218.0,172.0,2146.63,2146.63,0.0,9.846926605504589,12.480406976744186,0.0,
206886101,KY,2023,2,0.0,0.0,0.0,0.0,0.0,,,651.996,-1.0
206886101,KY,2023,3,21.0,13.0,410.0,410.0,0.0,19.523809523809526,31.53846153846154,680.0,-0.9691176470588235
206886101,KY,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,LA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,LA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,LA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,LA,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MA,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MA,2022,3,7.12,13.0,0.0,0.0,0.0,0.0,0.0,,
206886101,MA,2022,4,2.88,11.0,0.0,0.0,0.0,0.0,0.0,,
206886101,MA,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,MA,2023,2,3.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
206886101,MA,2023,3,0.0,0.0,0.0,0.0,0.0,,,7.12,-1.0
206886101,MA,2023,4,0.0,0.0,0.0,0.0,0.0,,,2.88,-1.0
206886101,MD,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MD,2022,2,30.69,34.0,1349.5,1317.47,32.03,43.971977842945584,39.69117647058823,,
206886101,MD,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MD,2022,4,6.26,12.0,534.87,534.87,0.0,85.44249201277955,44.5725,,
206886101,MD,2023,1,77.02,38.0,2070.58,2070.58,0.0,26.883666580109065,54.48894736842105,0.0,
206886101,MD,2023,2,28.148,17.0,1255.65,1255.65,0.0,44.60885320449055,73.86176470588236,30.69,-0.08282828282828288
206886101,MD,2023,3,39.0,23.0,1402.19,1402.19,0.0,35.953589743589745,60.96478260869566,0.0,
206886101,MD,2023,4,60.0,31.0,1777.4,1777.4,0.0,29.623333333333335,57.33548387096774,6.26,8.584664536741215
206886101,MD,2024,1,17.0,12.0,327.23,327.23,0.0,19.248823529411766,27.269166666666667,77.02,-0.7792781095819268
206886101,MD,2024,2,50.0,23.0,1036.49,1036.49,0.0,20.7298,45.06478260869565,28.148,0.7763251385533608
206886101,MD,2024,3,0.0,0.0,0.0,0.0,0.0,,,39.0,-1.0
206886101,ME,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ME,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ME,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ME,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ME,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ME,2023,2,15.0,12.0,544.38,487.32,57.06,36.292,45.365,0.0,
206886101,ME,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ME,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ME,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ME,2024,2,0.0,0.0,0.0,0.0,0.0,,,15.0,-1.0
206886101,ME,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,MI,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MI,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MN,2022,1,57.0,34.0,1388.67,1281.36,107.31,24.36263157894737,40.84323529411765,,
206886101,MN,2022,2,59.0,36.0,1323.89,1149.91,173.98,22.438813559322035,36.77472222222222,,
206886101,MN,2022,3,30.667,24.0,702.23,702.23,0.0,22.898555450484235,29.259583333333335,,
206886101,MN,2022,4,62.333,39.0,1192.09,1100.85,91.24,19.12454077294531,30.566410256410254,,
206886101,MN,2023,1,30.0,17.0,882.39,771.84,110.55,29.413,51.90529411764706,57.0,-0.47368421052631576
206886101,MN,2023,2,19.0,12.0,409.42,398.56,10.86,21.54842105263158,34.11833333333333,59.0,-0.6779661016949152
206886101,MN,2023,3,0.0,0.0,0.0,0.0,0.0,,,30.667,-1.0
206886101,MN,2023,4,0.0,0.0,0.0,0.0,0.0,,,62.333,-1.0
206886101,MN,2024,1,0.0,0.0,0.0,0.0,0.0,,,30.0,-1.0
206886101,MN,2024,3,0.0,0.0,0.0,0.0,0.0,,,19.0,-1.0
206886101,MN,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,MO,2022,1,137.0,77.0,2761.7,2761.7,0.0,20.15839416058394,35.86623376623376,,
206886101,MO,2022,2,234.0,78.0,2808.28,2792.36,15.92,12.001196581196583,36.00358974358975,,
206886101,MO,2022,3,122.0,67.0,2476.0,2476.0,0.0,20.295081967213115,36.95522388059702,,
206886101,MO,2022,4,142.93,104.0,3895.38,3840.57,54.81,27.253760582103126,37.455576923076926,,
206886101,MO,2023,1,113.0,118.0,4283.3,4235.07,48.23,37.905309734513274,36.29915254237288,137.0,-0.17518248175182483
206886101,MO,2023,2,154.0,104.0,4120.1,4120.1,0.0,26.753896103896107,39.61634615384616,234.0,-0.3418803418803419
206886101,MO,2023,3,76.933,70.0,2556.45,2556.45,0.0,33.22956338632316,36.520714285714284,122.0,-0.36940163934426223
206886101,MO,2023,4,46.0,28.0,933.8,933.8,0.0,20.3,33.35,142.93,-0.6781641362904919
206886101,MO,2024,1,11.0,11.0,223.3,223.3,0.0,20.3,20.3,113.0,-0.9026548672566371
206886101,MO,2024,2,22.0,11.0,446.6,446.6,0.0,20.3,40.6,154.0,-0.8571428571428571
206886101,MO,2024,3,0.0,0.0,0.0,0.0,0.0,,,76.933,-1.0
206886101,MT,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MT,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,MT,2023,1,16.0,13.0,445.42,333.76,111.66,27.83875,34.26307692307692,,
206886101,MT,2023,2,13.0,13.0,338.26,228.75,109.51,26.02,26.02,,
206886101,MT,2023,3,12.0,12.0,326.37,270.7,55.67,27.1975,27.1975,0.0,
206886101,MT,2023,4,12.0,12.0,329.27,270.23,59.04,27.439166666666665,27.439166666666665,0.0,
206886101,MT,2024,1,0.0,0.0,0.0,0.0,0.0,,,16.0,-1.0
206886101,MT,2024,2,0.0,0.0,0.0,0.0,0.0,,,13.0,-1.0
206886101,MT,2024,3,0.0,0.0,0.0,0.0,0.0,,,12.0,-1.0
206886101,MT,2024,4,0.0,0.0,0.0,0.0,0.0,,,12.0,-1.0
206886101,NC,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NC,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NC,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NC,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NC,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,NC,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ND,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ND,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ND,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ND,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,ND,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ND,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ND,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,ND,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,NE,2022,1,23.666,12.0,535.01,0.0,535.01,22.60669314628581,44.58416666666667,,
206886101,NE,2022,2,46.0,29.0,0.0,0.0,0.0,0.0,0.0,,
206886101,NE,2022,3,53.0,27.0,0.0,0.0,0.0,0.0,0.0,,
206886101,NE,2022,4,34.0,25.0,0.0,0.0,0.0,0.0,0.0,,
206886101,NE,2023,1,38.0,19.0,365.02,0.0,365.02,9.60578947368421,19.21157894736842,23.666,0.6056790332122032
206886101,NE,2023,2,43.0,24.0,0.0,0.0,0.0,0.0,0.0,46.0,-0.06521739130434782
206886101,NE,2023,3,0.0,0.0,0.0,0.0,0.0,,,53.0,-1.0
206886101,NE,2024,1,0.0,0.0,0.0,0.0,0.0,,,34.0,-1.0
206886101,NE,2024,2,0.0,0.0,0.0,0.0,0.0,,,38.0,-1.0
206886101,NE,2024,3,0.0,0.0,0.0,0.0,0.0,,,43.0,-1.0
206886101,NH,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NH,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NH,2022,3,1295.0,29.0,543.05,543.05,0.0,0.4193436293436293,18.725862068965515,,
206886101,NH,2022,4,491.0,21.0,404.04,404.04,0.0,0.8228920570264766,19.240000000000002,,
206886101,NH,2023,1,229.0,30.0,764.13,745.74,18.39,3.336812227074236,25.471,0.0,
206886101,NH,2023,2,580.333,20.0,324.82,324.82,0.0,0.5597131302200633,16.241,0.0,
206886101,NH,2023,3,0.0,0.0,0.0,0.0,0.0,,,1295.0,-1.0
206886101,NH,2023,4,0.0,0.0,0.0,0.0,0.0,,,491.0,-1.0
206886101,NH,2024,1,118.0,14.0,225.28,225.28,0.0,1.9091525423728815,16.091428571428573,229.0,-0.4847161572052402
206886101,NH,2024,2,0.0,0.0,0.0,0.0,0.0,,,580.333,-1.0
206886101,NH,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,NH,2024,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,NJ,2022,1,241.0,169.0,3162.87,2771.34,391.53,13.123941908713693,18.715207100591716,,
206886101,NJ,2022,2,395.4,247.0,5153.719999999999,4778.97,374.75,13.034193222053617,20.865263157894734,,
206886101,NJ,2022,3,422.405,255.0,6824.33,6244.73,579.6,16.155893041038816,26.762078431372547,,
206886101,NJ,2022,4,437.9,285.0,5692.95,5487.58,205.37,13.00057090659968,19.975263157894737,,
206886101,NJ,2023,1,296.1,220.0,4561.19,4318.92,242.27,15.404221546774735,20.732681818181817,241.0,0.22863070539419098
206886101,NJ,2023,2,235.0,140.0,4485.5,4230.96,254.54,19.08723404255319,32.03928571428571,395.4,-0.4056651492159838
206886101,NJ,2023,3,58.0,30.0,649.1500000000001,590.23,58.92,11.192241379310346,21.638333333333335,422.405,-0.8626910192824422
206886101,NJ,2023,4,41.12,23.0,1130.88,1130.88,0.0,27.501945525291834,49.168695652173916,437.9,-0.9060972824845855
206886101,NJ,2024,1,22.4,11.0,103.72,103.72,0.0,4.630357142857143,9.42909090909091,296.1,-0.9243498817966904
206886101,NJ,2024,2,31.02,15.0,342.01,342.01,0.0,11.025467440361057,22.800666666666665,235.0,-0.868
206886101,NJ,2024,3,0.0,0.0,0.0,0.0,0.0,,,58.0,-1.0
206886101,NJ,2024,4,0.0,0.0,0.0,0.0,0.0,,,41.12,-1.0
206886101,NM,2022,1,202.0,45.0,687.83,687.83,0.0,3.40509900990099,15.285111111111112,,
206886101,NM,2022,2,32.0,22.0,316.07,316.07,0.0,9.8771875,14.366818181818182,,
206886101,NM,2022,3,53.0,33.0,827.03,827.03,0.0,15.60433962264151,25.061515151515152,,
206886101,NM,2022,4,108.0,57.0,532.25,532.25,0.0,4.9282407407407405,9.337719298245615,,
206886101,NM,2023,1,0.0,0.0,0.0,0.0,0.0,,,202.0,-1.0
206886101,NM,2023,2,17.0,12.0,346.47,346.47,0.0,20.38058823529412,28.872500000000002,32.0,-0.46875
206886101,NV,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NV,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NV,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,NY,2022,1,79.665,43.0,3744.7,4.26,3740.44,47.00558589091821,87.0860465116279,,
206886101,NY,2022,2,128.331,78.0,3722.22,2293.54,1428.68,29.004839049021673,47.72076923076923,,
206886101,NY,2022,3,132.33,67.0,2106.15,11.13,2095.02,15.915892087961913,31.435074626865674,,
206886101,NY,2022,4,149.665,79.0,6388.29,83.43,6304.86,42.683927437944746,80.86443037974684,,
206886101,NY,2023,1,173.33,87.0,12876.62,34.58,12842.04,74.28962095424912,148.00712643678162,79.665,1.175735894056361
206886101,NY,2023,2,67.664,38.0,15545.13,34.17,15510.96,229.7400390163159,409.0823684210526,128.331,-0.47273846537469505
206886101,NY,2023,3,0.0,0.0,0.0,0.0,0.0,,,132.33,-1.0
206886101,NY,2023,4,0.0,0.0,0.0,0.0,0.0,,,149.665,-1.0
206886101,NY,2024,1,0.0,0.0,0.0,0.0,0.0,,,173.33,-1.0
206886101,NY,2024,2,0.0,0.0,0.0,0.0,0.0,,,67.664,-1.0
206886101,NY,2024,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,OH,2022,1,521.989,311.0,2567.0299999999997,1865.97,701.06,4.917785623834984,8.254115755627009,,
206886101,OH,2022,2,577.0,306.0,2807.27,2701.12,106.15,4.86528596187175,9.174084967320262,,
206886101,OH,2022,3,614.666,344.0,2858.91,2290.9900000000002,567.92,4.651160142256119,8.31078488372093,,
206886101,OH,2022,4,307.0,192.0,1263.37,1210.86,52.51,4.115211726384365,6.5800520833333325,,
206886101,OH,2023,1,320.659,196.0,1347.78,1347.78,0.0,4.203156624326777,6.876428571428571,521.989,-0.3856977829034712
206886101,OH,2023,2,177.999,109.0,793.36,793.36,0.0,4.457103691593773,7.278532110091743,577.0,-0.6915095320623916
206886101,OH,2023,3,66.0,45.0,193.15,193.15,0.0,2.9265151515151517,4.292222222222223,614.666,-0.8926246123911198
206886101,OH,2023,4,36.0,18.0,125.02,125.02,0.0,3.4727777777777775,6.945555555555555,307.0,-0.8827361563517915
206886101,OH,2024,1,0.0,0.0,0.0,0.0,0.0,,,320.659,-1.0
206886101,OH,2024,2,0.0,0.0,0.0,0.0,0.0,,,177.999,-1.0
206886101,OR,2022,1,73.01,45.0,1000.79,984.13,16.66,13.70757430488974,22.23977777777778,,
206886101,OR,2022,2,37.001,24.0,724.01,655.99,68.02,19.567308991648876,30.167083333333334,,
206886101,OR,2022,3,87.008,55.0,1339.98,1036.95,303.03,15.40065281353439,24.363272727272726,,
206886101,OR,2022,4,22.001,19.0,382.16,382.16,0.0,17.37011954002091,20.113684210526316,,
206886101,OR,2023,1,33.002,22.0,483.94,483.94,0.0,14.663959760014544,21.997272727272726,73.01,-0.5479797288042734
206886101,OR,2023,2,50.009,27.0,712.21,712.21,0.0,14.241636505429023,26.37814814814815,37.001,0.3515580659982164
206886101,OR,2023,3,0.0,0.0,0.0,0.0,0.0,,,87.008,-1.0
206886101,OR,2024,1,0.0,0.0,0.0,0.0,0.0,,,22.001,-1.0
206886101,OR,2024,2,0.0,0.0,0.0,0.0,0.0,,,33.002,-1.0
206886101,OR,2024,3,0.0,0.0,0.0,0.0,0.0,,,50.009,-1.0
206886101,PA,2022,1,14.666,14.0,250.33,190.03,60.3,17.06873039683622,17.880714285714287,,
206886101,PA,2022,2,22.0,15.0,156.25,156.25,0.0,7.1022727272727275,10.416666666666666,,
206886101,PA,2022,3,14.0,12.0,86.71,53.26,33.45,6.1935714285714285,7.225833333333333,,
206886101,PA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,PA,2023,1,17.0,11.0,261.25,47.29,213.96,15.367647058823529,23.75,14.666,0.15914359743624706
206886101,PA,2023,2,14.0,14.0,40.12,24.81,15.31,2.8657142857142857,2.8657142857142857,22.0,-0.36363636363636365
206886101,PA,2023,3,19.0,18.0,59.78,45.03,14.75,3.146315789473684,3.321111111111111,14.0,0.35714285714285715
206886101,PA,2023,4,20.0,13.0,58.3,40.05,18.25,2.915,4.484615384615385,0.0,
206886101,SD,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,SD,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,SD,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,SD,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,SD,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,SD,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,SD,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,SD,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,SD,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,SD,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,TN,2022,1,44.999,23.0,0.0,0.0,0.0,0.0,0.0,,
206886101,TN,2022,2,78.666,35.0,0.0,0.0,0.0,0.0,0.0,,
206886101,TN,2022,3,65.0,34.0,0.0,0.0,0.0,0.0,0.0,,
206886101,TN,2022,4,93.0,47.0,0.0,0.0,0.0,0.0,0.0,,
206886101,TN,2023,1,84.0,45.0,0.0,0.0,0.0,0.0,0.0,44.999,0.8667081490699793
206886101,TN,2023,2,78.0,43.0,0.0,0.0,0.0,0.0,0.0,78.666,-0.008466173442147775
206886101,TN,2023,3,0.0,0.0,0.0,0.0,0.0,,,65.0,-1.0
206886101,TN,2024,1,0.0,0.0,0.0,0.0,0.0,,,93.0,-1.0
206886101,TX,2022,1,271.0,61.0,1715.21,1715.21,0.0,6.329188191881919,28.118196721311477,,
206886101,TX,2022,2,315.0,67.0,2173.63,2173.63,0.0,6.9004126984126986,32.44223880597015,,
206886101,TX,2022,3,369.0,73.0,2517.35,2517.35,0.0,6.822086720867208,34.48424657534247,,
206886101,TX,2022,4,330.0,75.0,2058.62,2058.62,0.0,6.238242424242424,27.448266666666665,,
206886101,TX,2023,1,120.0,69.0,4557.87,4557.87,0.0,37.98225,66.05608695652174,271.0,-0.5571955719557196
206886101,TX,2023,2,61.0,39.0,1152.11,1152.11,0.0,18.887049180327868,29.54128205128205,315.0,-0.8063492063492064
206886101,TX,2023,3,21.0,14.0,394.71,394.71,0.0,18.795714285714286,28.193571428571428,369.0,-0.943089430894309
206886101,TX,2023,4,0.0,0.0,0.0,0.0,0.0,,,330.0,-1.0
206886101,TX,2024,1,0.0,0.0,0.0,0.0,0.0,,,120.0,-1.0
206886101,VA,2022,1,65.0,35.0,72294.82,72294.82,0.0,1112.228,2065.566285714286,,
206886101,VA,2022,2,82.0,43.0,145863.79,145863.79,0.0,1778.8267073170732,3392.1811627906977,,
206886101,VA,2022,3,58.0,28.0,69353.86,69353.86,0.0,1195.7562068965517,2476.9235714285714,,
206886101,VA,2022,4,93.0,40.0,156935.35,156935.35,0.0,1687.4768817204301,3923.38375,,
206886101,VA,2023,1,87.0,46.0,59395.28,59395.28,0.0,682.7043678160919,1291.2017391304348,65.0,0.3384615384615385
206886101,VA,2023,2,96.333,49.0,125857.28,125857.28,0.0,1306.4814757144488,2568.515918367347,82.0,0.17479268292682926
206886101,VA,2023,3,30.667,14.0,14399.67,14399.67,0.0,469.5493527244269,1028.547857142857,58.0,-0.4712586206896551
206886101,VA,2023,4,0.0,0.0,0.0,0.0,0.0,,,93.0,-1.0
206886101,VA,2024,1,0.0,0.0,0.0,0.0,0.0,,,87.0,-1.0
206886101,VT,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886101,WA,2022,1,19.0,13.0,138.01,138.01,0.0,7.263684210526315,10.616153846153846,,
206886101,WA,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886101,WA,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,WA,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886101,WA,2023,1,0.0,0.0,0.0,0.0,0.0,,,19.0,-1.0
206886101,WA,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,WA,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,WA,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,WA,2024,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,WV,2022,1,405.0,18.0,8374.83,8374.83,0.0,20.678592592592594,465.2683333333333,,
206886101,WV,2022,2,898.0,44.0,18616.37,18616.37,0.0,20.730924276169265,423.09931818181815,,
206886101,WV,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886101,WV,2022,4,235.0,11.0,4883.0,4883.0,0.0,20.77872340425532,443.90909090909093,,
206886101,WV,2023,1,576.0,29.0,11964.26,11964.26,0.0,20.771284722222223,412.56068965517244,405.0,0.4222222222222222
206886101,WV,2023,2,306.0,19.0,6384.23,6384.23,0.0,20.863496732026142,336.0121052631579,898.0,-0.6592427616926503
206886101,WV,2023,3,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886101,XX,2022,1,3914.072,1198.0,120335.94,106337.34999999999,13998.59,30.744436995538152,100.44736227045075,,
206886101,XX,2022,2,5269.597,1836.0,259209.49,217886.75,41322.74,49.1896230394848,141.1816394335512,,
206886101,XX,2022,3,5629.762000000001,1877.0,135879.53999999998,123537.64,12341.9,24.135929724915542,72.39187000532763,,
206886101,XX,2022,4,4215.607,1378.0,215011.87,199618.78,15393.09,51.00377478261137,156.0318359941945,,
206886101,XX,2023,1,4800.861000000001,1559.0,166035.65,113397.52,52638.130000000005,34.584556811788545,106.50137908915971,3914.072,0.22656430438683822
206886101,XX,2023,2,4337.89,1061.0,187183.33,162927.79,24255.54,43.15077837381768,176.42161168708765,5269.597,-0.17680801776682342
206886101,XX,2023,3,1325.556,443.0,37208.5,29328.65,7879.85,28.070107939611756,83.99209932279909,5629.762000000001,-0.7645449310290559
206886101,XX,2023,4,618.5799999999999,277.0,20414.09,15996.18,4417.91,33.00153577548579,73.69707581227436,4215.607,-0.8532643104539869
206886101,XX,2024,1,522.7370000000001,135.0,9349.76,1762.1599999999999,7587.6,17.886164553111794,69.25748148148148,4800.861000000001,-0.8911159894027342
206886101,XX,2024,2,461.36699999999996,134.0,3079.49,2661.75,417.74,6.674707987350634,22.981268656716416,4337.89,-0.8936425312767267
206886101,XX,2024,3,222.493,87.0,1102.06,1093.7,8.36,4.953234483781512,12.66735632183908,1325.556,-0.8321511878788976
206886101,XX,2024,4,98.333,40.0,461.77,390.75,71.02,4.695982020278035,11.54425,618.5799999999999,-0.8410343043745353
206886102,AK,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AL,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AL,2022,2,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AL,2022,3,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AL,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AL,2023,1,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886102,AL,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886102,AL,2023,4,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886102,AL,2024,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886102,AZ,2022,1,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AZ,2022,2,144.0,15.0,2773.14,2773.14,0.0,19.257916666666667,184.876,,
206886102,AZ,2022,4,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AZ,2023,1,0.0,0.0,0.0,0.0,0.0,,,,
206886102,AZ,2023,2,0.0,0.0,0.0,0.0,0.0,,,0.0,
206886102,CA,2022,1,885.02,191.0,15922.650000000001,8091.57,7831.08,17.991288332467064,83.36465968586388,,
206886102,CA,2022,2,1062.0,242.0,11421.060000000001,6983.57,4437.49,10.754293785310736,47.19446280991736,,
206886102,CA,2022,3,1377.0,254.0,13924.11,13799.6,124.51,10.111917211328976,54.81933070866142,,
