ndc11,state,year,quarter,drug_name,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,utilization_type,labeler_code,product_code,package_size,suppression_used,quarter_begin_date
00206886102,NY,2022,2,ZOSYN     ,389.999,123.0,12712.98,4730.83,7982.15,MCOU,00206,8861,02,false,2022-04-01
00206886102,NY,2022,2,ZOSYN     ,124.0,11.0,2482.91,2482.91,0.0,FFSU,00206,8861,02,false,2022-04-01
00206886201,NY,2022,2,ZOSYN     ,103.75,84.0,2741.66,87.77,2653.89,MCOU,00206,8862,01,false,2022-04-01
00206886202,NY,2022,2,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-04-01
00206886202,NY,2022,2,ZOSYN     ,83.75,49.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2022-04-01
00206885416,NY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-01-01
00206885416,NY,2022,1,ZOSYN     ,28.0,19.0,97.84,97.84,0.0,MCOU,00206,8854,16,false,2022-01-01
00206885516,NY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-01-01
00206886001,NY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-01-01
00206886002,NY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-01-01
00206886101,NY,2022,1,ZOSYN     ,79.665,43.0,3744.7,4.26,3740.44,MCOU,00206,8861,01,false,2022-01-01
00206886102,NY,2022,1,ZOSYN     ,249.998,113.0,10796.02,3689.2,7106.82,MCOU,00206,8861,02,false,2022-01-01
00206886102,NY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886201,NY,2022,1,ZOSYN     ,93.75,81.0,8018.0,305.54,7712.46,MCOU,00206,8862,01,false,2022-01-01
00206886202,NY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206886202,NY,2022,1,ZOSYN     ,59.25,43.0,14153.61,831.15,13322.46,MCOU,00206,8862,02,false,2022-01-01
00206886002,OH,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-10-01
00206886002,OH,2022,4,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-10-01
00206886101,OH,2022,4,ZOSYN 3.37,63.0,43.0,270.33,270.33,0.0,FFSU,00206,8861,01,false,2022-10-01
00206886101,OH,2022,4,ZOSYN 3.37,244.0,149.0,993.04,940.53,52.51,MCOU,00206,8861,01,false,2022-10-01
00206886102,OH,2022,4,ZOSYN 3.37,147.331,55.0,1855.02,1855.02,0.0,FFSU,00206,8861,02,false,2022-10-01
00206886102,OH,2022,4,ZOSYN 3.37,341.322,203.0,1632.37,1627.32,5.05,MCOU,00206,8861,02,false,2022-10-01
00206886201,OH,2022,4,ZOSYN 4.5G,14.0,11.0,560.71,560.71,0.0,FFSU,00206,8862,01,false,2022-10-01
00206886201,OH,2022,4,ZOSYN 4.5G,60.0,51.0,1453.85,1418.37,35.48,MCOU,00206,8862,01,false,2022-10-01
00206886202,OH,2022,4,ZOSYN 4.5G,254.25,60.0,5521.42,5521.42,0.0,FFSU,00206,8862,02,false,2022-10-01
00206886202,OH,2022,4,ZOSYN 4.5G,122.5,87.0,860.38,860.38,0.0,MCOU,00206,8862,02,false,2022-10-01
00206886001,OH,2022,3,ZOSYN 2.25,25.0,12.0,0.0,0.0,0.0,MCOU,00206,8860,01,false,2022-07-01
00206886002,OH,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-07-01
00206886002,OH,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,OH,2022,3,ZOSYN 3.37,91.0,46.0,580.1,580.1,0.0,FFSU,00206,8861,01,false,2022-07-01
00206886101,OH,2022,3,ZOSYN 3.37,523.666,298.0,2278.81,1710.89,567.92,MCOU,00206,8861,01,false,2022-07-01
00206886102,OH,2022,3,ZOSYN 3.37,510.658,330.0,1365.62,1279.41,86.21,MCOU,00206,8861,02,false,2022-07-01
00206886102,OH,2022,3,ZOSYN 3.37,294.664,74.0,4739.27,4739.27,0.0,FFSU,00206,8861,02,false,2022-07-01
00206886201,OH,2022,3,ZOSYN 4.5G,53.0,40.0,1549.06,1331.2,217.86,MCOU,00206,8862,01,false,2022-07-01
00206886201,OH,2022,3,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-07-01
00206886202,OH,2022,3,ZOSYN 4.5G,59.0,44.0,641.77,641.77,0.0,FFSU,00206,8862,02,false,2022-07-01
00206886202,OH,2022,3,ZOSYN 4.5G,189.75,160.0,605.26,566.77,38.49,MCOU,00206,8862,02,false,2022-07-01
00206886001,OH,2022,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-04-01
00206886002,OH,2022,2,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-04-01
00206886002,OH,2022,2,ZOSYN 2.25,19.0,11.0,5.54,5.54,0.0,MCOU,00206,8860,02,false,2022-04-01
00206886101,OH,2022,2,ZOSYN 3.37,97.0,36.0,1087.36,1087.36,0.0,FFSU,00206,8861,01,false,2022-04-01
00206886101,OH,2022,2,ZOSYN 3.37,480.0,270.0,1719.91,1613.76,106.15,MCOU,00206,8861,01,false,2022-04-01
00206886102,OH,2022,2,ZOSYN 3.37,156.666,55.0,2033.85,2033.85,0.0,FFSU,00206,8861,02,false,2022-04-01
00206886102,OH,2022,2,ZOSYN 3.37,590.977,356.0,1922.51,1894.49,28.02,MCOU,00206,8861,02,false,2022-04-01
00206886201,OH,2022,2,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886201,OH,2022,2,ZOSYN 4.5G,70.25,52.0,442.85,442.85,0.0,MCOU,00206,8862,01,false,2022-04-01
00206886202,OH,2022,2,ZOSYN 4.5G,202.75,180.0,778.92,778.92,0.0,MCOU,00206,8862,02,false,2022-04-01
00206886202,OH,2022,2,ZOSYN 4.5G,49.25,30.0,685.76,685.76,0.0,FFSU,00206,8862,02,false,2022-04-01
00206886001,OH,2022,1,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-01-01
00206886001,OH,2022,1,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-01-01
00206886002,OH,2022,1,ZOSYN 2.25,25.0,15.0,32.38,32.38,0.0,MCOU,00206,8860,02,false,2022-01-01
00206886002,OH,2022,1,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-01-01
00206886101,OH,2022,1,ZOSYN 3.37,39.0,25.0,169.83,169.83,0.0,FFSU,00206,8861,01,false,2022-01-01
00206886101,OH,2022,1,ZOSYN 3.37,482.989,286.0,2397.2,1696.14,701.06,MCOU,00206,8861,01,false,2022-01-01
00206886102,OH,2022,1,ZOSYN 3.37,98.666,44.0,1017.34,1017.34,0.0,FFSU,00206,8861,02,false,2022-01-01
00206886102,OH,2022,1,ZOSYN 3.37,485.318,308.0,1638.46,1511.04,127.42,MCOU,00206,8861,02,false,2022-01-01
00206886201,OH,2022,1,ZOSYN 4.5G,46.0,42.0,1197.31,1064.93,132.38,MCOU,00206,8862,01,false,2022-01-01
00206886201,OH,2022,1,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886202,OH,2022,1,ZOSYN 4.5G,51.25,41.0,298.3,298.3,0.0,FFSU,00206,8862,02,false,2022-01-01
00206886202,OH,2022,1,ZOSYN 4.5G,193.25,167.0,758.17,758.17,0.0,MCOU,00206,8862,02,false,2022-01-01
00206886101,OR,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-10-01
00206886101,OR,2022,4,ZOSYN 3.37,22.001,19.0,382.16,382.16,0.0,MCOU,00206,8861,01,false,2022-10-01
00206886102,OR,2022,4,ZOSYN 3.37,36.0,27.0,1969.92,1490.57,479.35,MCOU,00206,8861,02,false,2022-10-01
00206886102,OR,2022,4,ZOSYN 3.37,21.0,11.0,1149.12,1118.29,30.83,FFSU,00206,8861,02,false,2022-10-01
00206886202,OR,2022,4,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-10-01
00206886002,OR,2022,3,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,OR,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886101,OR,2022,3,ZOSYN 3.37,87.008,55.0,1339.98,1036.95,303.03,MCOU,00206,8861,01,false,2022-07-01
00206886102,OR,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886102,OR,2022,3,ZOSYN 3.37,18.0,15.0,984.96,689.54,295.42,MCOU,00206,8861,02,false,2022-07-01
00206886202,OR,2022,3,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206886002,OR,2022,2,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-04-01
00206886101,OR,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-04-01
00206886101,OR,2022,2,ZOSYN 3.37,37.001,24.0,724.01,655.99,68.02,MCOU,00206,8861,01,false,2022-04-01
00206886102,OR,2022,2,ZOSYN 3.37,27.333,19.0,1673.5,1372.1,301.4,MCOU,00206,8861,02,false,2022-04-01
00206886102,OR,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886202,OR,2022,2,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206886202,OR,2022,2,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-04-01
00206886101,OR,2022,1,ZOSYN 3.37,73.01,45.0,1000.79,984.13,16.66,MCOU,00206,8861,01,false,2022-01-01
00206886101,OR,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,OR,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886102,OR,2022,1,ZOSYN 3.37,28.334,14.0,781.6,562.45,219.15,MCOU,00206,8861,02,false,2022-01-01
00206886202,OR,2022,1,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206886202,OR,2022,1,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886101,PA,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-10-01
00206886102,PA,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-10-01
00206886201,PA,2022,4,ZOSYN 4.5G,149.0,91.0,759.73,583.11,176.62,MCOU,00206,8862,01,false,2022-10-01
00206886202,PA,2022,4,ZOSYN 4.5G,28.0,23.0,154.53,152.35,2.18,MCOU,00206,8862,02,false,2022-10-01
00206886101,PA,2022,3,ZOSYN 3.37,14.0,12.0,86.71,53.26,33.45,MCOU,00206,8861,01,false,2022-07-01
00206886102,PA,2022,3,ZOSYN 3.37,17.0,13.0,84.94,84.94,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886201,PA,2022,3,ZOSYN 4.5G,302.0,192.0,1763.51,1354.73,408.78,MCOU,00206,8862,01,false,2022-07-01
00206886202,PA,2022,3,ZOSYN 4.5G,68.0,37.0,1068.45,812.69,255.76,MCOU,00206,8862,02,false,2022-07-01
00206886101,PA,2022,2,ZOSYN 3.37,22.0,15.0,156.25,156.25,0.0,MCOU,00206,8861,01,false,2022-04-01
00206886102,PA,2022,2,ZOSYN 3.37,49.998,23.0,400.85,400.85,0.0,MCOU,00206,8861,02,false,2022-04-01
00206886201,PA,2022,2,ZOSYN 4.5G,402.0,305.0,3438.98,2443.52,995.46,MCOU,00206,8862,01,false,2022-04-01
00206886202,PA,2022,2,ZOSYN 4.5G,31.0,25.0,234.03,155.1,78.93,MCOU,00206,8862,02,false,2022-04-01
00206886101,PA,2022,1,ZOSYN 3.37,14.666,14.0,250.33,190.03,60.3,MCOU,00206,8861,01,false,2022-01-01
00206886102,PA,2022,1,ZOSYN 3.37,41.999,20.0,193.44,186.51,6.93,MCOU,00206,8861,02,false,2022-01-01
00206886201,PA,2022,1,ZOSYN 4.5G,292.0,270.0,1590.27,1321.26,269.01,MCOU,00206,8862,01,false,2022-01-01
00206886202,PA,2022,1,ZOSYN 4.5G,29.0,28.0,256.0,149.58,106.42,MCOU,00206,8862,02,false,2022-01-01
00206886001,RI,2022,4,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-10-01
00206886002,RI,2022,4,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-10-01
00206886102,RI,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-10-01
00206886102,RI,2022,4,ZOSYN 3.37,48.0,11.0,786.22,786.22,0.0,FFSU,00206,8861,02,false,2022-10-01
00206886201,RI,2022,4,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206886001,RI,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-07-01
00206886102,RI,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886001,RI,2022,2,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-04-01
00206886102,RI,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886201,RI,2022,2,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886102,RI,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886102,RI,2022,1,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-01-01
00206886102,SC,2022,4,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886202,SC,2022,4,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-10-01
00206886102,SC,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886102,SC,2022,2,ZOSYN     ,129.0,11.0,2650.28,2650.28,0.0,FFSU,00206,8861,02,false,2022-04-01
00206886102,SC,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886101,SD,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-10-01
00206886102,SD,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886101,SD,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886101,SD,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-04-01
00206886101,SD,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,SD,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886201,SD,2022,1,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206845525,TN,2022,4,ZOSYN     ,43.0,33.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-10-01
00206886001,TN,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-10-01
00206886101,TN,2022,4,ZOSYN 3.37,93.0,47.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-10-01
00206886102,TN,2022,4,ZOSYN 3.37,90.333,27.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-10-01
00206886102,TN,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886201,TN,2022,4,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206886202,TN,2022,4,ZOSYN 4.5G,11.98,14.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2022-10-01
00206845525,TN,2022,3,ZOSYN     ,73.0,47.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-07-01
00206886001,TN,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-07-01
00206886002,TN,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,TN,2022,3,ZOSYN 3.37,65.0,34.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886102,TN,2022,3,ZOSYN 3.37,92.859,20.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886201,TN,2022,3,ZOSYN 4.5G,,,,,,MCOU,00206,8862,01,true,2022-07-01
00206886202,TN,2022,3,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206845525,TN,2022,2,ZOSYN     ,35.0,27.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-04-01
00206886002,TN,2022,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-04-01
00206886101,TN,2022,2,ZOSYN 3.37,78.666,35.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-04-01
00206886102,TN,2022,2,ZOSYN 3.37,56.125,30.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-04-01
00206886202,TN,2022,2,ZOSYN 4.5G,31.46,15.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2022-04-01
00206845525,TN,2022,1,ZOSYN     ,31.0,21.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-01-01
00206886001,TN,2022,1,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-01-01
00206886101,TN,2022,1,ZOSYN 3.37,44.999,23.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-01-01
00206886102,TN,2022,1,ZOSYN 3.37,71.886,25.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-01-01
00206886202,TN,2022,1,ZOSYN 4.5G,21.79,15.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2022-01-01
00206886002,TX,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-10-01
00206886101,TX,2022,4,ZOSYN 3.37,66.0,13.0,406.88,406.88,0.0,FFSU,00206,8861,01,false,2022-10-01
00206886101,TX,2022,4,ZOSYN 3.37,264.0,62.0,1651.74,1651.74,0.0,MCOU,00206,8861,01,false,2022-10-01
00206886102,TX,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886102,TX,2022,4,ZOSYN 3.37,579.0,111.0,5872.15,5872.15,0.0,MCOU,00206,8861,02,false,2022-10-01
00206886201,TX,2022,4,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206886201,TX,2022,4,ZOSYN 4.5 ,108.0,27.0,538.9,538.9,0.0,MCOU,00206,8862,01,false,2022-10-01
00206886202,TX,2022,4,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-10-01
00206886101,TX,2022,3,ZOSYN 3.37,369.0,73.0,2517.35,2517.35,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886101,TX,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886102,TX,2022,3,ZOSYN 3.37,564.0,115.0,6518.37,6518.37,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886102,TX,2022,3,ZOSYN 3.37,27.0,18.0,201.96,201.96,0.0,FFSU,00206,8861,02,false,2022-07-01
00206886201,TX,2022,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-07-01
00206886201,TX,2022,3,ZOSYN 4.5 ,118.0,39.0,913.96,913.96,0.0,MCOU,00206,8862,01,false,2022-07-01
00206886202,TX,2022,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206885508,TX,2022,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8855,08,true,2022-04-01
00206886001,TX,2022,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2022-04-01
00206886101,TX,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-04-01
00206886101,TX,2022,2,ZOSYN 3.37,315.0,67.0,2173.63,2173.63,0.0,MCOU,00206,8861,01,false,2022-04-01
00206886102,TX,2022,2,ZOSYN 3.37,494.0,94.0,6724.7,6724.7,0.0,MCOU,00206,8861,02,false,2022-04-01
00206886201,TX,2022,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886201,TX,2022,2,ZOSYN 4.5 ,115.75,33.0,810.95,810.95,0.0,MCOU,00206,8862,01,false,2022-04-01
00206886202,TX,2022,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206886002,TX,2022,1,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-01-01
00206886101,TX,2022,1,ZOSYN 3.37,271.0,61.0,1715.21,1715.21,0.0,MCOU,00206,8861,01,false,2022-01-01
00206886101,TX,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,TX,2022,1,ZOSYN 3.37,336.0,74.0,4145.65,4145.65,0.0,MCOU,00206,8861,02,false,2022-01-01
00206886201,TX,2022,1,ZOSYN 4.5 ,265.0,51.0,1630.44,1630.44,0.0,MCOU,00206,8862,01,false,2022-01-01
00206886201,TX,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886202,TX,2022,1,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886102,UT,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886202,UT,2022,4,ZOSYN 4.5G,207.0,15.0,5302.97,5302.97,0.0,FFSU,00206,8862,02,false,2022-10-01
00206886102,UT,2022,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-07-01
00206886102,UT,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886202,UT,2022,3,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206886102,UT,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886102,UT,2022,2,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886202,UT,2022,2,ZOSYN 4.5G,133.0,13.0,3415.1,3415.1,0.0,FFSU,00206,8862,02,false,2022-04-01
00206886102,UT,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886202,UT,2022,1,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886202,UT,2022,1,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206885216,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-10-01
00206885408,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-10-01
00206885416,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-10-01
00206885516,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-10-01
00206886001,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-10-01
00206886002,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-10-01
00206886101,VA,2022,4,ZOSYN     ,93.0,40.0,156935.35,156935.35,0.0,MCOU,00206,8861,01,false,2022-10-01
00206886102,VA,2022,4,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886102,VA,2022,4,ZOSYN     ,126.0,64.0,260974.94,260974.94,0.0,MCOU,00206,8861,02,false,2022-10-01
00206886201,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-10-01
00206886202,VA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-10-01
00206885216,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-07-01
00206885408,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-07-01
00206885416,VA,2022,3,ZOSYN     ,34.0,30.0,45604.77,45604.77,0.0,MCOU,00206,8854,16,false,2022-07-01
00206885508,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8855,08,true,2022-07-01
00206885516,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-07-01
00206886002,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,VA,2022,3,ZOSYN     ,58.0,28.0,69353.86,69353.86,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886101,VA,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886102,VA,2022,3,ZOSYN     ,172.0,115.0,374176.04,374176.04,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886202,VA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206885216,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-04-01
00206885408,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-04-01
00206885408,VA,2022,2,ZOSYN     ,,,,,,FFSU,00206,8854,08,true,2022-04-01
00206885416,VA,2022,2,ZOSYN     ,27.0,24.0,49565.8,49565.8,0.0,MCOU,00206,8854,16,false,2022-04-01
00206885508,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8855,08,true,2022-04-01
00206885516,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-04-01
00206886001,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-04-01
00206886002,VA,2022,2,ZOSYN     ,37.0,14.0,46414.39,46414.39,0.0,MCOU,00206,8860,02,false,2022-04-01
00206886101,VA,2022,2,ZOSYN     ,82.0,43.0,145863.79,145863.79,0.0,MCOU,00206,8861,01,false,2022-04-01
00206886102,VA,2022,2,ZOSYN     ,312.067,136.0,283481.43,283481.43,0.0,MCOU,00206,8861,02,false,2022-04-01
00206886201,VA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-04-01
00206886202,VA,2022,2,ZOSYN     ,42.0,22.0,70404.77,70404.77,0.0,MCOU,00206,8862,02,false,2022-04-01
00206241102,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,2411,02,true,2022-01-01
00206885216,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-01-01
00206885408,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-01-01
00206885416,VA,2022,1,ZOSYN     ,33.0,29.0,37304.02,37304.02,0.0,MCOU,00206,8854,16,false,2022-01-01
00206885508,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8855,08,true,2022-01-01
00206886001,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-01-01
00206886002,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-01-01
00206886101,VA,2022,1,ZOSYN     ,65.0,35.0,72294.82,72294.82,0.0,MCOU,00206,8861,01,false,2022-01-01
00206886102,VA,2022,1,ZOSYN     ,331.0,136.0,413941.17,413937.77,3.4,MCOU,00206,8861,02,false,2022-01-01
00206886201,VA,2022,1,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886202,VA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886101,VT,2022,1,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-01-01
00206886101,WA,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-10-01
00206886102,WA,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-10-01
00206886201,WA,2022,4,ZOSYN 4.5G,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206886201,WA,2022,4,ZOSYN 4.5G,,,,,,MCOU,00206,8862,01,true,2022-10-01
00206886202,WA,2022,4,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-10-01
