ndc11,state,year,quarter,drug_name,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,utilization_type,labeler_code,product_code,package_size,suppression_used,quarter_begin_date
00206886201,MT,2023,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2023-07-01
00206886202,MT,2023,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2023-07-01
00338963601,MT,2023,3,ZOSYN 3.37,,,,,,FFSU,00338,9636,01,true,2023-07-01
00206886101,MT,2023,2,ZOSYN 3.37,13.0,13.0,338.26,228.75,109.51,FFSU,00206,8861,01,false,2023-04-01
00206886102,MT,2023,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2023-04-01
00206886101,MT,2023,1,ZOSYN 3.37,16.0,13.0,445.42,333.76,111.66,FFSU,00206,8861,01,false,2023-01-01
00206886102,MT,2023,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2023-01-01
00206886201,MT,2023,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2023-01-01
00206241102,XX,2023,4,ZOSYN 3.37,,,,,,MCOU,00206,2411,02,true,2023-10-01
00206310001,XX,2023,4,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2023-10-01
00206845525,XX,2023,4,ZOSYN PIPE,174.0,42.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2023-10-01
00206885208,XX,2023,4,ZOSYN 2.25,,,,,,FFSU,00206,8852,08,true,2023-10-01
00206885216,XX,2023,4,ZOSYN 2.25,26.0,11.0,8591.34,8585.29,6.05,FFSU,00206,8852,16,false,2023-10-01
00206885216,XX,2023,4,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2023-10-01
00206885408,XX,2023,4,ZOSYN 3.37,,,,,,FFSU,00206,8854,08,true,2023-10-01
00206885408,XX,2023,4,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2023-10-01
00206885416,XX,2023,4,ZOSYN 3.37,92.0,42.0,929.45,928.11,1.34,FFSU,00206,8854,16,false,2023-10-01
00206885416,XX,2023,4,ZOSYN 3.37,42.0,32.0,33445.46,33445.46,0.0,MCOU,00206,8854,16,false,2023-10-01
00206885508,XX,2023,4,ZOSYN 4.5G,,,,,,FFSU,00206,8855,08,true,2023-10-01
00206885508,XX,2023,4,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2023-10-01
00206885516,XX,2023,4,ZOSYN 4.5G,,,,,,FFSU,00206,8855,16,true,2023-10-01
00206885516,XX,2023,4,ZOSYN 4.5G,137.0,95.0,1321.75,1321.75,0.0,MCOU,00206,8855,16,false,2023-10-01
00206886001,XX,2023,4,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2023-10-01
00206886001,XX,2023,4,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2023-10-01
00206886002,XX,2023,4,ZOSYN 2.25,18.5,14.0,1381.4,1381.4,0.0,MCOU,00206,8860,02,false,2023-10-01
00206886101,XX,2023,4,ZOSYN 3.37,347.12,119.0,4961.75,4805.97,155.78,FFSU,00206,8861,01,false,2023-10-01
00206886101,XX,2023,4,ZOSYN 3.37,271.46,158.0,15452.34,11190.21,4262.13,MCOU,00206,8861,01,false,2023-10-01
00206886102,XX,2023,4,ZOSYN 3.37,414.999,141.0,8745.49,7075.46,1670.03,FFSU,00206,8861,02,false,2023-10-01
00206886102,XX,2023,4,ZOSYN 3.37,837.145,411.0,232026.92,227196.45,4830.47,MCOU,00206,8861,02,false,2023-10-01
00206886201,XX,2023,4,ZOSYN 4.5G,63.0,29.0,1481.45,1453.3,28.15,FFSU,00206,8862,01,false,2023-10-01
00206886201,XX,2023,4,ZOSYN 4.5G,18.926,25.0,124.64,124.64,0.0,MCOU,00206,8862,01,false,2023-10-01
00206886202,XX,2023,4,ZOSYN 4.5G,88.0,59.0,1103.67,1086.03,17.64,FFSU,00206,8862,02,false,2023-10-01
00206886202,XX,2023,4,ZOSYN 4.5G,323.11,239.0,38116.04,9745.5,28370.54,MCOU,00206,8862,02,false,2023-10-01
00338963201,XX,2023,4,ZOSYN INJ ,2147.0,24.0,1085.79,1085.79,0.0,MCOU,00338,9632,01,false,2023-10-01
00338963224,XX,2023,4,ZOSYN INJ ,7850.0,12.0,2440.97,2440.97,0.0,FFSU,00338,9632,24,false,2023-10-01
00338963224,XX,2023,4,ZOSYN INJ ,,,,,,MCOU,00338,9632,24,true,2023-10-01
00338963601,XX,2023,4,ZOSYN INJ ,4198.004,59.0,2523.49,2475.23,48.26,FFSU,00338,9636,01,false,2023-10-01
00338963601,XX,2023,4,ZOSYN INJ ,110136.417,1397.0,157208.41,149390.29,7818.12,MCOU,00338,9636,01,false,2023-10-01
00338963624,XX,2023,4,ZOSYN INJ ,49910.002,147.0,20183.67,19551.3,632.37,FFSU,00338,9636,24,false,2023-10-01
00338963624,XX,2023,4,ZOSYN INJ ,48339.699,420.0,529294.75,527769.79,1524.96,MCOU,00338,9636,24,false,2023-10-01
00338963801,XX,2023,4,ZOSYN INJ ,929.0,26.0,419.03,417.12,1.91,FFSU,00338,9638,01,false,2023-10-01
00338963801,XX,2023,4,ZOSYN INJ ,73054.0,555.0,90597.06,39190.3,51406.76,MCOU,00338,9638,01,false,2023-10-01
00338963812,XX,2023,4,ZOSYN INJ ,31812.0,53.0,8390.44,8390.44,0.0,FFSU,00338,9638,12,false,2023-10-01
00338963812,XX,2023,4,ZOSYN INJ ,34872.0,229.0,128641.14,29828.93,98812.21,MCOU,00338,9638,12,false,2023-10-01
00206241102,XX,2023,3,ZOSYN 3.37,,,,,,MCOU,00206,2411,02,true,2023-07-01
00206310001,XX,2023,3,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2023-07-01
00206310001,XX,2023,3,Zosyn (Taz,,,,,,MCOU,00206,3100,01,true,2023-07-01
00206845525,XX,2023,3,ZOSYN PIPE,157.0,45.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2023-07-01
00206885208,XX,2023,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,08,true,2023-07-01
00206885216,XX,2023,3,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2023-07-01
00206885216,XX,2023,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2023-07-01
00206885408,XX,2023,3,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2023-07-01
00206885416,XX,2023,3,ZOSYN 3.37,16.0,12.0,62.08,56.18,5.9,FFSU,00206,8854,16,false,2023-07-01
00206885416,XX,2023,3,ZOSYN 3.37,64.666,53.0,42729.62,42729.62,0.0,MCOU,00206,8854,16,false,2023-07-01
00206885516,XX,2023,3,ZOSYN 4.5G,122.0,76.0,3471.14,3139.89,331.25,MCOU,00206,8855,16,false,2023-07-01
00206886001,XX,2023,3,ZOSYN 2.25,16.0,11.0,132.45,132.45,0.0,FFSU,00206,8860,01,false,2023-07-01
00206886001,XX,2023,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,01,true,2023-07-01
00206886002,XX,2023,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2023-07-01
00206886002,XX,2023,3,ZOSYN 2.25,62.5,26.0,4159.96,4159.96,0.0,MCOU,00206,8860,02,false,2023-07-01
00206886101,XX,2023,3,ZOSYN 3.37,820.327,183.0,9489.93,9373.29,116.64,FFSU,00206,8861,01,false,2023-07-01
00206886101,XX,2023,3,ZOSYN 3.37,505.229,260.0,27718.57,19955.36,7763.21,MCOU,00206,8861,01,false,2023-07-01
00206886102,XX,2023,3,ZOSYN 3.37,825.0,202.0,18046.76,17511.21,535.55,FFSU,00206,8861,02,false,2023-07-01
00206886102,XX,2023,3,ZOSYN 3.37,1644.344,715.0,257682.91,226446.7,31236.21,MCOU,00206,8861,02,false,2023-07-01
00206886201,XX,2023,3,ZOSYN 4.5G,37.91,27.0,648.55,515.65,132.9,FFSU,00206,8862,01,false,2023-07-01
00206886201,XX,2023,3,ZOSYN 4.5G,110.166,88.0,1038.45,486.73,551.72,MCOU,00206,8862,01,false,2023-07-01
00206886202,XX,2023,3,ZOSYN 4.5G,262.0,77.0,2929.69,2832.2,97.49,FFSU,00206,8862,02,false,2023-07-01
00206886202,XX,2023,3,ZOSYN 4.5G,585.37,412.0,20106.95,5644.41,14462.54,MCOU,00206,8862,02,false,2023-07-01
00338963201,XX,2023,3,ZOSYN INJ ,,,,,,MCOU,00338,9632,01,true,2023-07-01
00338963224,XX,2023,3,ZOSYN INJ ,,,,,,FFSU,00338,9632,24,true,2023-07-01
00338963224,XX,2023,3,ZOSYN INJ ,,,,,,MCOU,00338,9632,24,true,2023-07-01
00338963601,XX,2023,3,ZOSYN INJ ,,,,,,FFSU,00338,9636,01,true,2023-07-01
00338963601,XX,2023,3,ZOSYN INJ ,68828.067,1022.0,105451.49,62495.18,42956.31,MCOU,00338,9636,01,false,2023-07-01
00338963624,XX,2023,3,ZOSYN INJ ,26060.002,66.0,11631.04,11631.04,0.0,FFSU,00338,9636,24,false,2023-07-01
00338963624,XX,2023,3,ZOSYN INJ ,36452.357,352.0,540030.83,510802.82,29228.01,MCOU,00338,9636,24,false,2023-07-01
00338963801,XX,2023,3,ZOSYN INJ ,618.5,17.0,229.12,229.12,0.0,FFSU,00338,9638,01,false,2023-07-01
00338963801,XX,2023,3,ZOSYN INJ ,68538.0,526.0,71759.04,14272.34,57486.7,MCOU,00338,9638,01,false,2023-07-01
00338963812,XX,2023,3,ZOSYN INJ ,61904.0,66.0,16205.21,16205.21,0.0,FFSU,00338,9638,12,false,2023-07-01
00338963812,XX,2023,3,ZOSYN INJ ,32057.0,199.0,17807.4,7620.29,10187.11,MCOU,00338,9638,12,false,2023-07-01
00206241102,XX,2023,2,ZOSYN 3.37,,,,,,MCOU,00206,2411,02,true,2023-04-01
00206310001,XX,2023,2,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2023-04-01
00206310001,XX,2023,2,Zosyn (Taz,,,,,,MCOU,00206,3100,01,true,2023-04-01
00206845525,XX,2023,2,ZOSYN PIPE,215.0,56.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2023-04-01
00206885216,XX,2023,2,ZOSYN 2.25,28.0,12.0,8608.25,8603.29,4.96,FFSU,00206,8852,16,false,2023-04-01
00206885216,XX,2023,2,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2023-04-01
00206885408,XX,2023,2,ZOSYN 3.37,,,,,,FFSU,00206,8854,08,true,2023-04-01
00206885408,XX,2023,2,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2023-04-01
00206885416,XX,2023,2,ZOSYN 3.37,78.0,37.0,794.86,794.86,0.0,FFSU,00206,8854,16,false,2023-04-01
00206885416,XX,2023,2,ZOSYN 3.37,46.333,40.0,46192.78,46115.75,77.03,MCOU,00206,8854,16,false,2023-04-01
00206885508,XX,2023,2,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2023-04-01
00206885516,XX,2023,2,ZOSYN 4.5G,,,,,,FFSU,00206,8855,16,true,2023-04-01
00206885516,XX,2023,2,ZOSYN 4.5G,64.667,47.0,2683.17,2673.84,9.33,MCOU,00206,8855,16,false,2023-04-01
00206886001,XX,2023,2,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2023-04-01
00206886001,XX,2023,2,ZOSYN 2.25,37.5,17.0,6089.01,6089.01,0.0,MCOU,00206,8860,01,false,2023-04-01
00206886002,XX,2023,2,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2023-04-01
00206886002,XX,2023,2,ZOSYN 2.25,152.5,48.0,7106.5,7033.56,72.94,MCOU,00206,8860,02,false,2023-04-01
00206886101,XX,2023,2,ZOSYN 3.37,2151.206,251.0,16122.47,15955.9,166.57,FFSU,00206,8861,01,false,2023-04-01
00206886101,XX,2023,2,ZOSYN 3.37,2186.684,810.0,171060.86,146971.89,24088.97,MCOU,00206,8861,01,false,2023-04-01
00206886102,XX,2023,2,ZOSYN 3.37,1128.333,224.0,22649.21,22430.12,219.09,FFSU,00206,8861,02,false,2023-04-01
00206886102,XX,2023,2,ZOSYN 3.37,2768.025,1120.0,300565.26,276046.31,24518.95,MCOU,00206,8861,02,false,2023-04-01
00206886201,XX,2023,2,ZOSYN 4.5G,295.0,45.0,2477.75,2253.18,224.57,FFSU,00206,8862,01,false,2023-04-01
00206886201,XX,2023,2,ZOSYN 4.5G,664.929,382.0,33962.64,6501.96,27460.68,MCOU,00206,8862,01,false,2023-04-01
00206886202,XX,2023,2,ZOSYN 4.5G,579.27,114.0,12667.12,12606.24,60.88,FFSU,00206,8862,02,false,2023-04-01
00206886202,XX,2023,2,ZOSYN 4.5G,700.88,547.0,87508.16,73861.79,13646.37,MCOU,00206,8862,02,false,2023-04-01
00338963601,XX,2023,2,ZOSYN INJ ,3217.0,58.0,887.08,818.45,68.63,MCOU,00338,9636,01,false,2023-04-01
00338963624,XX,2023,2,ZOSYN INJ ,,,,,,FFSU,00338,9636,24,true,2023-04-01
00338963624,XX,2023,2,ZOSYN INJ ,3179.999,34.0,66923.14,16852.19,50070.95,MCOU,00338,9636,24,false,2023-04-01
00338963801,XX,2023,2,ZOSYN INJ ,,,,,,FFSU,00338,9638,01,true,2023-04-01
00338963801,XX,2023,2,ZOSYN INJ ,27776.0,182.0,66361.67,42591.59,23770.08,MCOU,00338,9638,01,false,2023-04-01
00338963812,XX,2023,2,ZOSYN INJ ,,,,,,FFSU,00338,9638,12,true,2023-04-01
00338963812,XX,2023,2,ZOSYN INJ ,7679.0,68.0,22686.77,20686.96,1999.81,MCOU,00338,9638,12,false,2023-04-01
00206241601,XX,2023,1,Zosyn Phar,,,,,,MCOU,00206,2416,01,true,2023-01-01
00206310001,XX,2023,1,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2023-01-01
00206310001,XX,2023,1,Zosyn (Taz,,,,,,MCOU,00206,3100,01,true,2023-01-01
00206845525,XX,2023,1,ZOSYN PIPE,64.0,44.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2023-01-01
00206885208,XX,2023,1,ZOSYN 2.25,,,,,,MCOU,00206,8852,08,true,2023-01-01
00206885216,XX,2023,1,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2023-01-01
00206885216,XX,2023,1,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2023-01-01
00206885408,XX,2023,1,ZOSYN 3.37,,,,,,FFSU,00206,8854,08,true,2023-01-01
00206885408,XX,2023,1,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2023-01-01
00206885416,XX,2023,1,ZOSYN 3.37,9932.638,39.0,865.69,865.69,0.0,FFSU,00206,8854,16,false,2023-01-01
00206885416,XX,2023,1,ZOSYN 3.37,61.667,39.0,43694.31,43694.31,0.0,MCOU,00206,8854,16,false,2023-01-01
00206885508,XX,2023,1,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2023-01-01
00206885516,XX,2023,1,ZOSYN 4.5G,,,,,,FFSU,00206,8855,16,true,2023-01-01
00206885516,XX,2023,1,ZOSYN 4.5G,1545.0,25.0,6213.38,6213.38,0.0,MCOU,00206,8855,16,false,2023-01-01
00206885910,XX,2023,1,Zosyn Phar,,,,,,MCOU,00206,8859,10,true,2023-01-01
00206886001,XX,2023,1,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2023-01-01
00206886001,XX,2023,1,ZOSYN 2.25,393.3,31.0,9960.44,9960.44,0.0,MCOU,00206,8860,01,false,2023-01-01
00206886002,XX,2023,1,ZOSYN 2.25,95.0,11.0,1529.07,1529.07,0.0,FFSU,00206,8860,02,false,2023-01-01
00206886002,XX,2023,1,ZOSYN 2.25,75.5,43.0,4014.37,3922.12,92.25,MCOU,00206,8860,02,false,2023-01-01
00206886101,XX,2023,1,ZOSYN 3.37,1900.726,291.0,24196.63,23738.94,457.69,FFSU,00206,8861,01,false,2023-01-01
00206886101,XX,2023,1,ZOSYN 3.37,2900.135,1268.0,141839.02,89658.58,52180.44,MCOU,00206,8861,01,false,2023-01-01
00206886102,XX,2023,1,ZOSYN 3.37,1135.786,200.0,23163.43,22607.23,556.2,FFSU,00206,8861,02,false,2023-01-01
00206886102,XX,2023,1,ZOSYN 3.37,2843.581,1100.0,308479.73,264590.62,43889.11,MCOU,00206,8861,02,false,2023-01-01
00206886201,XX,2023,1,ZOSYN 4.5G,164.002,56.0,4130.13,3975.78,154.35,FFSU,00206,8862,01,false,2023-01-01
00206886201,XX,2023,1,ZOSYN 4.5G,960.693,529.0,81639.53,12443.27,69196.26,MCOU,00206,8862,01,false,2023-01-01
00206886202,XX,2023,1,ZOSYN 4.5G,1692.19,75.0,8471.72,8385.99,85.73,FFSU,00206,8862,02,false,2023-01-01
00206886202,XX,2023,1,ZOSYN 4.5G,1027.19,551.0,61818.8,38497.31,23321.49,MCOU,00206,8862,02,false,2023-01-01
00206885208,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8852,08,true,2023-10-01
00206885216,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8852,16,true,2023-10-01
00206885416,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2023-10-01
00206885508,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8855,08,true,2023-10-01
00206886101,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2023-10-01
00206886102,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2023-10-01
00206886202,NC,2023,4,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2023-10-01
00206886202,NC,2023,4,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2023-10-01
00338963624,NC,2023,4,ZOSYN     ,1000.0,11.0,861.64,861.64,0.0,MCOU,00338,9636,24,false,2023-10-01
00338963624,NC,2023,4,ZOSYN     ,2266.667,27.0,741.26,111.89,629.37,FFSU,00338,9636,24,false,2023-10-01
00338963812,NC,2023,4,ZOSYN     ,,,,,,FFSU,00338,9638,12,true,2023-10-01
00338963812,NC,2023,4,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2023-10-01
00206885216,NC,2023,3,ZOSYN     ,,,,,,FFSU,00206,8852,16,true,2023-07-01
00206885416,NC,2023,3,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2023-07-01
00206886102,NC,2023,3,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2023-07-01
00206886102,NC,2023,3,ZOSYN     ,122.667,17.0,3134.69,3134.69,0.0,MCOU,00206,8861,02,false,2023-07-01
00206886202,NC,2023,3,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2023-07-01
00206886202,NC,2023,3,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2023-07-01
00338963624,NC,2023,3,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2023-07-01
00338963624,NC,2023,3,ZOSYN     ,,,,,,MCOU,00338,9636,24,true,2023-07-01
00338963812,NC,2023,3,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2023-07-01
00338963812,NC,2023,3,ZOSYN     ,,,,,,FFSU,00338,9638,12,true,2023-07-01
00206885216,NC,2023,2,ZOSYN     ,,,,,,FFSU,00206,8852,16,true,2023-04-01
00206886001,NC,2023,2,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2023-04-01
00206886102,NC,2023,2,ZOSYN     ,92.333,17.0,2241.71,2241.71,0.0,MCOU,00206,8861,02,false,2023-04-01
00206886102,NC,2023,2,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2023-04-01
00206886201,NC,2023,2,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2023-04-01
00206886201,NC,2023,2,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2023-04-01
00206886202,NC,2023,2,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2023-04-01
00206886202,NC,2023,2,ZOSYN     ,12.5,11.0,267.76,267.76,0.0,MCOU,00206,8862,02,false,2023-04-01
00338963812,NC,2023,2,ZOSYN     ,,,,,,MCOU,00338,9638,12,true,2023-04-01
00206885216,NC,2023,1,ZOSYN     ,,,,,,FFSU,00206,8852,16,true,2023-01-01
00206885408,NC,2023,1,ZOSYN     ,,,,,,FFSU,00206,8854,08,true,2023-01-01
00206885416,NC,2023,1,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2023-01-01
00206886101,NC,2023,1,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2023-01-01
00206886101,NC,2023,1,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2023-01-01
00206886102,NC,2023,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2023-01-01
00206886102,NC,2023,1,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2023-01-01
00206886201,NC,2023,1,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2023-01-01
00206886202,NC,2023,1,ZOSYN     ,14.0,14.0,205.5,119.77,85.73,FFSU,00206,8862,02,false,2023-01-01
00206886202,NC,2023,1,ZOSYN     ,17.0,12.0,253.4,253.4,0.0,MCOU,00206,8862,02,false,2023-01-01
00206886102,ND,2023,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2023-10-01
00338963601,ND,2023,4,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2023-10-01
00338963601,ND,2023,4,ZOSYN 3.37,,,,,,FFSU,00338,9636,01,true,2023-10-01
00338963801,ND,2023,4,ZOSYN 4.5 ,,,,,,FFSU,00338,9638,01,true,2023-10-01
00338963801,ND,2023,4,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,01,true,2023-10-01
00206886001,ND,2023,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2023-07-01
00206886101,ND,2023,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2023-07-01
00206886102,ND,2023,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2023-07-01
00206886102,ND,2023,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2023-07-01
00206886201,ND,2023,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2023-07-01
00338963601,ND,2023,3,ZOSYN 3.37,,,,,,MCOU,00338,9636,01,true,2023-07-01
00338963801,ND,2023,3,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,01,true,2023-07-01
00338963801,ND,2023,3,ZOSYN 4.5 ,,,,,,FFSU,00338,9638,01,true,2023-07-01
00206886101,ND,2023,2,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2023-04-01
00206886101,ND,2023,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2023-04-01
00206886102,ND,2023,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2023-04-01
00206886102,ND,2023,2,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2023-04-01
00206886201,ND,2023,2,ZOSYN 4.5 ,20.0,13.0,341.66,341.66,0.0,MCOU,00206,8862,01,false,2023-04-01
00206886202,ND,2023,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2023-04-01
00338963801,ND,2023,2,ZOSYN 4.5 ,,,,,,MCOU,00338,9638,01,true,2023-04-01
00206886001,ND,2023,1,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2023-01-01
00206886101,ND,2023,1,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2023-01-01
00206886102,ND,2023,1,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2023-01-01
00206886201,ND,2023,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2023-01-01
00206886201,ND,2023,1,ZOSYN 4.5 ,220.0,20.0,1441.6,1441.6,0.0,MCOU,00206,8862,01,false,2023-01-01
00206886202,ND,2023,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2023-01-01
00338963601,NE,2023,4,ZOSYN INJ ,1300.0,18.0,0.0,0.0,0.0,MCOU,00338,9636,01,false,2023-10-01
00338963801,NE,2023,4,ZOSYN INJ ,,,,,,FFSU,00338,9638,01,true,2023-10-01
00338963801,NE,2023,4,ZOSYN INJ ,2700.0,18.0,0.0,0.0,0.0,MCOU,00338,9638,01,false,2023-10-01
00206885208,NE,2023,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,08,true,2023-07-01
00206886101,NE,2023,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2023-07-01
00206886102,NE,2023,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2023-07-01
00206886202,NE,2023,3,ZOSYN 4.5G,,,,,,MCOU,00206,8862,02,true,2023-07-01
00338963601,NE,2023,3,ZOSYN INJ ,2150.0,25.0,0.0,0.0,0.0,MCOU,00338,9636,01,false,2023-07-01
00338963801,NE,2023,3,ZOSYN INJ ,,,,,,FFSU,00338,9638,01,true,2023-07-01
00338963801,NE,2023,3,ZOSYN INJ ,9200.0,66.0,0.0,0.0,0.0,MCOU,00338,9638,01,false,2023-07-01
00206886101,NE,2023,2,ZOSYN 3.37,43.0,24.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2023-04-01
00206886102,NE,2023,2,ZOSYN 3.37,36.0,20.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2023-04-01
00206886201,NE,2023,2,ZOSYN 4.5G,19.0,13.0,0.0,0.0,0.0,MCOU,00206,8862,01,false,2023-04-01
00206886202,NE,2023,2,ZOSYN 4.5G,33.0,15.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2023-04-01
00338963801,NE,2023,2,ZOSYN INJ ,2000.0,16.0,0.0,0.0,0.0,MCOU,00338,9638,01,false,2023-04-01
00206886101,NE,2023,1,ZOSYN 3.37,38.0,19.0,365.02,0.0,365.02,MCOU,00206,8861,01,false,2023-01-01
00206886202,NE,2023,1,ZOSYN 4.5G,31.0,20.0,0.0,0.0,0.0,MCOU,00206,8862,02,false,2023-01-01
00206886101,NH,2023,4,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2023-10-01
00206886102,NH,2023,4,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2023-10-01
00206886102,NH,2023,4,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2023-10-01
00206886201,NH,2023,4,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2023-10-01
00206886202,NH,2023,4,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2023-10-01
00206886202,NH,2023,4,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2023-10-01
00338963201,NH,2023,4,ZOSYN     ,,,,,,MCOU,00338,9632,01,true,2023-10-01
00338963601,NH,2023,4,ZOSYN     ,,,,,,FFSU,00338,9636,01,true,2023-10-01
00338963601,NH,2023,4,ZOSYN     ,1700.0,18.0,69.21,65.0,4.21,MCOU,00338,9636,01,false,2023-10-01
00338963624,NH,2023,4,ZOSYN     ,,,,,,FFSU,00338,9636,24,true,2023-10-01
00338963624,NH,2023,4,ZOSYN     ,5400.0,35.0,1146.49,1146.49,0.0,MCOU,00338,9636,24,false,2023-10-01
00338963801,NH,2023,4,ZOSYN     ,3800.0,21.0,218.08,181.7,36.38,MCOU,00338,9638,01,false,2023-10-01
00338963801,NH,2023,4,ZOSYN     ,,,,,,FFSU,00338,9638,01,true,2023-10-01
00338963812,NH,2023,4,ZOSYN     ,,,,,,FFSU,00338,9638,12,true,2023-10-01
00338963812,NH,2023,4,ZOSYN     ,4400.0,29.0,313.51,313.51,0.0,MCOU,00338,9638,12,false,2023-10-01
00206886001,NH,2023,3,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2023-07-01
00206886002,NH,2023,3,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2023-07-01
