base_year,forecast_year,brand_name,avg_spend_per_unit,predicted_spend_per_unit,pct_change_vs_base
2023,2024,Piperacillin-Tazobactam,13.695529712495652,10.56003291694657,-22.894308298920993
2023,2024,Zosyn,0.3975484184,0.4035190090069999,1.501852436246516
